tm,avgTa,minTa,maxTa,sumRn,avgWs,avgRhm,avgTs,ddMefs,sumGsr,maxInsWs,sumSmlEv,avgTd,avgPs
2000-09-13,16.5,15.0,19.6,8.2,1.6,83.5,17.4,,2.98,8.7,2.9,13.7,1014.9
2000-09-14,16.7,14.8,18.1,16.7,1.4,87.6,17.5,,3.1,7.1,2.4,14.6,1011.1
2000-09-15,17.0,15.5,18.2,60.8,2.0,91.9,17.8,,2.34,10.8,1.7,15.6,1003.5
2000-09-16,16.0,14.5,18.1,68.8,3.4,91.9,16.6,,3.2,18.3,2.5,14.7,994.1
2000-09-17,19.2,14.9,23.8,0.1,3.0,65.8,19.7,,14.2,11.0,4.3,12.5,1005.1
2000-09-18,18.6,12.9,23.6,,2.1,60.3,20.2,,17.82,11.6,5.0,10.3,1013.0
2000-09-19,19.1,11.9,25.7,,0.6,63.3,20.3,,16.07,3.9,4.2,11.8,1020.3
2000-09-20,21.4,15.6,27.5,,0.8,71.4,21.8,,11.98,5.5,3.3,15.8,1022.0
2000-09-21,21.3,18.6,25.7,,0.9,68.6,21.2,,10.15,5.2,3.0,14.9,1020.9
2000-09-22,21.7,18.5,26.1,,1.2,70.3,22.5,,12.93,5.6,3.1,15.9,1017.0
2000-09-23,21.0,17.5,25.9,,1.5,72.9,22.6,,12.4,6.5,3.3,15.9,1014.0
2000-09-24,20.5,17.1,24.3,,1.4,81.0,22.4,,10.43,6.9,2.5,16.9,1013.3
2000-09-25,20.2,17.3,24.8,0.0,1.4,71.6,21.9,,10.46,7.4,3.0,14.5,1014.1
2000-09-26,20.2,13.8,26.0,,1.0,62.3,21.2,,14.28,5.3,3.9,12.3,1018.5
2000-09-27,20.6,15.4,25.9,,1.0,58.6,22.4,,10.27,5.1,4.0,11.5,1019.6
2000-09-28,17.9,16.3,19.4,0.5,1.0,62.8,16.7,,2.49,8.6,1.9,10.7,1019.1
2000-09-29,20.4,13.7,26.7,,0.8,52.5,21.7,,16.34,4.5,4.7,9.9,1016.0
2000-09-30,20.1,15.8,25.3,,1.1,63.8,21.2,,12.2,6.1,3.3,12.7,1015.8
2000-10-01,20.3,15.5,25.5,,1.2,72.4,21.7,,10.79,5.8,3.0,15.0,1015.2
2000-10-02,19.4,17.6,21.8,0.4,1.6,80.5,20.5,,6.18,7.7,1.4,15.9,1011.9
2000-10-03,17.7,14.6,21.9,,2.1,58.6,21.3,,16.39,8.1,4.2,8.6,1013.4
2000-10-04,16.9,11.6,21.0,,1.0,60.6,17.4,,9.19,4.8,2.5,9.2,1017.8
2000-10-05,19.0,14.9,23.4,,1.3,71.5,21.6,,10.52,6.0,3.0,13.5,1020.2
2000-10-06,19.3,16.0,24.6,,0.9,74.1,20.9,,9.91,5.6,2.5,14.3,1021.4
2000-10-07,20.2,14.5,26.5,,1.1,67.1,21.1,,13.19,5.2,3.8,13.5,1019.6
2000-10-08,20.7,15.4,25.8,,1.1,69.5,21.0,,11.44,5.5,3.3,14.8,1012.6
2000-10-09,20.2,16.1,25.3,,1.4,72.6,21.3,,10.29,7.3,3.2,14.9,1013.1
2000-10-10,18.5,15.6,21.0,0.1,1.9,78.0,19.2,,3.37,6.2,1.2,14.4,1015.8
2000-10-11,15.0,12.6,16.6,2.6,1.5,88.0,16.0,,1.73,7.3,0.7,13.0,1016.9
2000-10-12,10.6,8.0,14.6,,2.4,45.1,15.1,,12.36,9.1,3.4,-1.0,1021.3
2000-10-13,10.0,5.7,13.9,,2.1,43.3,12.0,,11.89,12.9,3.5,-2.2,1021.9
2000-10-14,11.6,6.4,16.3,,1.4,58.1,12.9,,9.06,8.0,2.8,3.3,1023.3
2000-10-15,13.7,8.4,20.2,,1.6,61.1,14.7,,13.39,8.8,3.7,5.6,1026.1
2000-10-16,11.7,6.3,17.6,,1.4,49.5,13.1,,13.93,5.7,3.5,0.9,1025.9
2000-10-17,12.4,8.5,15.1,0.6,1.3,75.1,12.0,,3.5,7.4,1.6,8.0,1019.3
2000-10-18,14.5,9.9,19.8,,1.0,70.1,14.2,,10.64,5.5,2.9,8.5,1022.4
2000-10-19,14.2,10.1,19.2,,1.4,68.5,13.3,,8.87,5.8,2.0,8.4,1020.7
2000-10-20,15.9,11.8,20.9,,1.5,76.5,16.1,,8.39,6.7,2.2,11.7,1019.1
2000-10-21,14.7,9.0,20.8,,1.3,58.3,15.4,,12.48,7.3,3.2,5.9,1023.6
2000-10-22,14.2,9.8,17.0,,1.3,62.3,13.6,,5.44,6.7,2.3,6.9,1022.1
2000-10-23,16.7,12.7,22.0,0.4,1.2,65.3,16.8,,9.2,4.9,3.0,9.9,1018.0
2000-10-24,14.9,14.0,15.8,11.8,1.4,87.1,14.8,,2.37,6.1,1.5,12.7,1017.1
2000-10-25,14.3,9.9,17.8,2.2,2.6,66.0,15.0,,10.15,8.6,3.5,7.5,1017.8
2000-10-26,10.3,6.8,15.0,,2.3,40.1,8.4,,14.48,12.3,3.4,-3.3,1024.8
2000-10-27,12.4,5.6,19.0,,1.0,51.0,9.8,,13.16,4.9,2.9,2.3,1026.7
2000-10-28,12.2,10.3,14.5,,1.1,60.9,11.4,,3.63,5.6,1.3,5.0,1021.4
2000-10-29,10.4,7.2,12.4,,1.6,52.8,8.8,,3.98,6.3,1.1,1.6,1015.6
2000-10-30,8.9,3.5,14.5,,1.3,51.9,7.5,,11.46,5.6,2.5,-0.6,1021.0
2000-10-31,10.5,3.6,16.3,,0.8,50.0,8.9,,10.39,4.2,2.4,0.1,1022.9
2000-11-01,12.6,10.1,15.3,,0.9,59.6,11.1,,4.69,5.8,1.2,4.9,1019.5
2000-11-02,14.0,9.4,19.4,,1.2,58.8,12.0,,11.83,8.1,2.8,5.7,1019.5
2000-11-03,12.9,7.4,19.4,,1.0,56.8,10.4,,10.87,5.8,2.5,4.1,1023.5
2000-11-04,13.5,9.4,17.3,,2.5,72.0,12.0,,7.35,10.3,2.3,8.5,1020.1
2000-11-05,12.4,8.5,17.2,,1.5,46.1,10.6,,11.89,7.0,3.2,-0.2,1019.2
2000-11-06,13.0,6.9,20.3,,1.5,48.0,10.8,,9.83,5.8,2.6,1.8,1018.1
2000-11-07,9.8,1.8,15.3,0.0,2.7,50.3,9.9,,8.86,12.1,3.9,-1.4,1022.9
2000-11-08,2.7,0.0,6.4,,2.0,42.5,3.7,,6.81,8.1,1.8,-8.4,1027.5
2000-11-09,4.9,-0.1,8.9,,1.1,37.5,5.1,,6.39,5.6,1.6,-8.9,1025.5
2000-11-10,4.2,0.3,7.2,1.4,1.9,70.8,5.3,,1.49,9.0,0.6,-1.1,1025.8
2000-11-11,1.9,-1.7,6.5,,1.7,57.3,2.1,,9.21,7.7,1.1,-5.4,1027.3
2000-11-12,4.1,-0.5,8.7,0.0,1.3,58.3,2.2,,6.89,6.7,1.2,-3.7,1025.3
2000-11-13,6.4,0.9,11.5,,1.1,63.1,3.7,,7.49,4.2,1.4,-0.3,1028.5
2000-11-14,8.8,4.5,13.6,,1.4,64.8,6.5,,7.68,5.7,1.8,2.4,1028.2
2000-11-15,10.5,7.9,13.1,,1.6,53.3,9.3,,5.66,9.0,2.5,1.0,1027.7
2000-11-16,6.1,3.9,9.4,8.8,3.6,74.6,6.0,,1.38,11.7,0.8,1.6,1026.6
2000-11-17,5.4,2.5,7.5,0.0,2.5,70.9,5.8,,4.39,9.1,1.0,0.6,1024.6
2000-11-18,3.4,-0.1,7.5,,2.0,46.4,2.0,,9.57,7.7,1.9,-7.1,1031.8
2000-11-19,6.7,1.0,11.7,3.2,1.7,53.3,4.8,,8.02,6.2,1.0,-2.7,1027.3
2000-11-20,4.6,1.8,6.9,10.9,3.0,82.4,4.6,,1.94,10.1,0.8,1.9,1017.2
2000-11-21,0.0,-2.5,3.1,,3.1,48.4,0.8,,10.08,9.5,1.4,-9.4,1028.4
2000-11-22,2.0,-3.8,7.3,,1.3,46.1,0.0,,9.17,5.2,1.3,-9.1,1030.3
2000-11-23,5.8,-0.2,10.1,,1.6,57.3,3.1,,5.52,5.9,1.2,-2.1,1026.9
2000-11-24,9.2,5.6,13.0,,1.3,61.0,7.3,,5.22,4.5,0.9,2.0,1024.7
2000-11-25,10.0,5.0,15.4,,1.7,60.9,6.8,,8.02,6.3,1.7,2.3,1022.0
2000-11-26,7.2,1.8,10.4,2.8,2.1,72.4,5.7,,3.01,8.5,1.6,2.2,1021.3
2000-11-27,3.2,-0.7,6.9,,2.7,42.8,1.3,,9.29,8.2,1.9,-8.0,1025.2
2000-11-28,3.1,0.2,6.2,,1.8,40.5,2.2,,9.09,7.0,1.4,-8.6,1027.4
2000-11-29,3.8,-1.5,7.6,,1.8,53.3,1.9,,7.09,5.9,1.4,-4.9,1026.1
2000-11-30,6.4,3.2,10.1,,1.5,58.9,4.5,,4.85,5.5,1.1,-1.5,1025.1
2000-12-01,6.2,1.9,11.0,,1.4,56.5,2.5,,6.98,5.5,1.4,-2.4,1025.9
2000-12-02,6.7,2.1,11.6,0.0,1.7,55.9,3.7,,6.65,5.2,1.5,-2.1,1024.3
2000-12-03,2.4,-1.1,7.4,0.0,3.0,46.6,2.5,,9.54,9.2,2.2,-7.7,1022.2
2000-12-04,1.8,-3.7,5.9,0.9,1.7,47.5,0.2,,7.66,7.2,1.1,-8.5,1019.9
2000-12-05,1.4,-3.0,6.1,0.0,3.1,58.3,0.8,,8.23,11.4,2.0,-5.8,1021.5
2000-12-06,0.1,-4.8,4.5,,1.4,49.4,-1.4,,6.13,5.5,1.0,-8.2,1028.1
2000-12-07,4.3,-0.1,7.0,,1.5,45.5,1.2,,3.4,5.9,0.7,-6.3,1027.9
2000-12-08,8.0,4.7,11.3,,1.9,60.1,5.3,,5.86,8.8,1.3,0.5,1023.9
2000-12-09,8.1,3.9,11.9,,1.3,66.3,4.1,,5.45,5.0,1.0,1.8,1020.3
2000-12-10,2.5,-5.2,9.9,2.2,3.5,57.0,3.9,,5.94,11.4,2.1,-5.4,1021.7
2000-12-11,-6.6,-9.1,-3.7,,3.4,35.3,-4.5,,9.77,13.4,1.5,-19.3,1033.2
2000-12-12,-4.6,-9.2,-0.5,0.0,1.8,49.8,-3.5,,7.91,6.8,0.9,-13.9,1029.3
2000-12-13,-0.2,-4.4,4.4,,1.3,73.5,-1.2,,5.13,5.9,0.4,-4.3,1024.0
2000-12-14,3.5,-1.3,7.4,0.7,1.7,72.8,0.6,,5.3,8.1,0.8,-1.2,1023.8
2000-12-15,7.6,4.6,10.0,4.7,3.9,78.3,4.0,,4.78,13.8,1.7,3.7,1021.6
2000-12-16,-0.6,-2.8,5.9,,2.8,37.0,-0.3,,8.35,10.2,1.0,-13.6,1029.3
2000-12-17,-0.5,-4.8,4.1,,1.0,45.3,-1.6,,5.43,4.5,1.0,-11.2,1027.9
2000-12-18,2.7,-1.2,5.3,3.2,1.8,63.3,-0.3,,2.1,5.9,0.6,-3.9,1020.6
2000-12-19,1.5,-1.4,4.8,0.1,2.5,69.8,1.0,,5.52,8.3,0.8,-3.3,1025.6
2000-12-20,0.9,-0.4,2.4,0.0,1.9,75.3,0.3,,2.73,7.2,0.6,-2.8,1022.3
2000-12-21,1.0,-2.7,4.6,,1.6,57.9,-0.4,,7.16,6.7,0.8,-6.1,1022.9
2000-12-22,5.4,0.9,8.3,0.0,3.1,60.1,2.4,,2.81,10.9,1.0,-1.5,1017.0
2000-12-23,2.9,-0.1,7.5,13.9,2.8,67.4,3.2,,4.74,10.9,0.8,-3.2,1015.1
2000-12-24,-0.2,-2.3,1.9,0.3,2.1,62.1,-0.7,0.9,4.88,7.1,0.5,-6.4,1020.1
2000-12-25,-6.4,-9.7,-1.3,0.6,3.8,51.9,-1.4,1.8,10.82,12.3,0.7,-15.0,1026.6
2000-12-26,-8.7,-11.4,-6.4,,2.5,49.3,-3.4,,9.49,7.5,1.1,-17.4,1034.1
2000-12-27,-3.9,-9.1,0.0,0.0,1.7,50.4,-3.1,0.0,5.64,4.9,0.8,-13.2,1030.9
2000-12-28,-2.3,-4.6,0.7,0.0,2.0,67.8,-1.7,0.1,5.61,6.7,1.1,-7.7,1029.8
2000-12-29,-2.2,-6.5,1.9,,1.5,63.3,-2.8,,6.43,4.5,0.9,-8.4,1028.4
2000-12-30,2.3,-1.7,7.0,0.4,2.3,55.1,0.5,,4.99,9.3,0.8,-6.3,1020.5
2000-12-31,-5.8,-8.2,2.3,,3.6,56.0,-3.4,,7.76,11.1,0.9,-13.4,1021.8
2001-01-01,-4.5,-9.5,-0.8,1.2,1.7,63.5,-3.7,2.0,4.97,6.0,1.1,-10.8,1017.4
2001-01-02,-4.3,-9.1,-0.2,,2.8,59.0,-2.4,,4.08,10.4,1.2,-11.5,1019.0
2001-01-03,-8.3,-10.4,-5.2,,2.7,46.5,-6.1,,8.38,9.8,1.2,-17.9,1025.6
2001-01-04,-9.8,-12.5,-6.7,,2.5,46.1,-7.6,,8.66,8.6,1.2,-19.3,1030.6
2001-01-05,-6.8,-11.0,-2.2,0.0,1.4,56.4,-6.5,,6.39,6.4,1.2,-14.3,1034.6
2001-01-06,-2.9,-8.8,0.9,,2.0,49.0,-4.3,,7.19,6.4,1.6,-12.4,1033.3
2001-01-07,0.4,-0.9,1.1,21.7,3.3,84.8,-1.0,15.6,0.69,11.1,0.8,-2.2,1018.4
2001-01-08,2.0,-0.2,4.9,,2.5,67.4,0.9,,8.36,8.0,1.8,-3.3,1023.1
2001-01-09,-0.4,-6.0,3.0,8.9,2.5,80.3,0.3,3.4,1.12,10.9,0.8,-3.5,1017.9
2001-01-10,-5.0,-9.1,-1.5,0.3,1.7,58.4,-2.5,1.2,7.97,8.1,1.0,-12.4,1018.7
2001-01-11,-8.0,-14.4,-2.2,0.2,3.0,53.3,-3.7,1.0,8.42,10.4,1.1,-16.0,1020.0
2001-01-12,-10.7,-15.0,-7.6,,1.9,46.4,-7.3,,8.78,6.9,1.1,-19.8,1025.6
2001-01-13,-10.2,-15.0,-6.7,,2.6,52.6,-7.1,,9.17,9.9,1.3,-18.0,1022.4
2001-01-14,-15.3,-17.7,-11.3,,3.2,52.4,-10.6,,9.35,12.2,1.3,-23.4,1026.2
2001-01-15,-15.5,-18.6,-12.4,,2.3,56.0,-12.6,,10.13,8.5,1.4,-22.6,1030.9
2001-01-16,-13.4,-16.8,-10.0,,2.1,53.3,-10.2,,8.7,8.1,1.4,-21.3,1032.3
2001-01-17,-8.4,-15.1,-4.0,0.0,1.8,56.0,-7.4,,7.92,4.9,1.4,-15.9,1030.8
2001-01-18,-0.9,-4.4,2.5,0.0,1.2,73.4,-1.6,0.0,5.36,4.1,0.7,-4.9,1028.7
2001-01-19,0.3,-3.3,3.8,0.0,1.2,73.0,-2.0,,5.4,5.6,0.7,-3.8,1028.1
2001-01-21,-1.5,-3.9,1.0,,1.2,70.0,-1.6,,4.08,6.0,0.9,-6.5,1023.8
2001-01-22,-1.4,-3.9,2.5,,1.3,67.0,-2.2,,6.5,7.0,1.0,-6.5,1025.4
2001-01-23,-2.8,-6.7,1.7,,1.8,59.5,-2.8,,9.02,5.8,1.2,-9.5,1029.4
2001-01-24,0.3,-4.3,3.9,,1.8,57.8,-2.0,,6.61,6.4,0.6,-7.0,1026.8
2001-01-25,3.0,-0.2,6.8,,1.6,61.0,0.1,,8.89,10.0,1.5,-3.9,1020.1
2001-01-26,1.2,0.0,2.8,0.0,3.9,55.6,0.0,,3.45,10.8,0.6,-6.0,1018.3
2001-01-27,0.0,-1.8,1.8,1.9,2.4,80.6,0.0,2.8,3.64,9.4,1.3,-2.9,1017.0
2001-01-29,-2.6,-8.0,1.8,0.0,2.4,62.5,-3.2,,6.63,11.2,1.0,-8.8,1022.6
2001-01-30,-0.5,-2.7,2.6,,1.7,63.5,-1.8,,9.86,6.4,1.0,-6.8,1022.7
2001-01-31,-0.3,-2.8,1.9,4.0,1.9,73.9,-1.0,3.0,2.08,7.5,0.7,-4.5,1017.1
2001-02-01,-5.8,-9.1,0.6,,3.8,50.3,-3.0,,12.04,11.4,1.8,-14.7,1021.3
2001-02-02,-4.9,-10.4,-0.9,0.1,2.0,64.9,-4.0,0.4,8.55,7.6,0.8,-10.9,1024.2
2001-02-03,0.1,-3.4,3.7,,1.2,67.6,-0.8,,8.31,5.4,1.1,-5.2,1026.2
2001-02-04,1.3,-1.2,5.2,,1.5,66.8,0.4,,8.36,5.7,1.2,-4.1,1026.9
2001-02-05,1.5,-2.1,5.7,,1.4,68.0,0.4,,8.9,6.5,1.4,-3.4,1023.4
2001-02-06,2.6,-0.7,6.3,,1.7,69.6,0.8,,8.42,6.3,1.0,-2.3,1019.8
2001-02-07,-2.6,-8.1,1.7,,3.7,51.1,-0.3,,11.11,10.5,1.7,-12.2,1022.0
2001-02-08,-4.9,-9.0,-0.8,0.1,2.6,50.9,-1.9,0.2,12.22,8.6,1.1,-14.0,1027.1
2001-02-09,-0.9,-4.7,4.0,0.5,2.4,74.4,-0.6,1.0,6.85,11.9,1.1,-5.0,1025.9
2001-02-10,-1.4,-3.8,1.7,,1.6,42.1,-1.2,,9.66,7.1,1.4,-13.3,1030.0
2001-02-11,-3.5,-6.5,0.1,,2.6,29.4,-1.8,,9.05,8.5,1.6,-19.8,1035.0
2001-02-12,-4.2,-6.6,0.0,,2.4,35.3,-2.6,,7.96,7.6,1.3,-17.7,1032.5
2001-02-13,-3.9,-6.4,-0.1,,2.4,36.0,-2.7,,9.36,9.6,1.5,-17.0,1026.1
2001-02-14,-3.6,-6.7,-0.1,,1.7,41.1,-3.4,,11.78,9.2,1.6,-15.3,1026.3
2001-02-15,-3.4,-5.2,0.1,23.2,2.2,78.6,-3.0,23.4,0.71,8.5,0.7,-6.7,1020.5
2001-02-16,-6.1,-8.6,-3.6,,2.1,51.3,-3.7,,14.47,8.6,1.8,-15.0,1030.7
2001-02-17,-2.3,-7.0,0.7,,2.0,63.3,-1.5,,6.87,4.8,0.7,-8.5,1027.8
2001-02-18,2.7,-0.6,5.6,0.0,1.2,71.5,0.5,,8.0,4.0,1.2,-1.9,1021.0
2001-02-19,3.5,1.3,7.1,,2.1,70.0,2.2,,12.2,8.0,1.3,-1.2,1023.6
2001-02-20,4.1,-0.7,9.8,,1.3,63.9,2.3,,11.4,5.4,1.1,-2.6,1021.8
2001-02-21,5.9,3.7,9.2,,2.1,65.5,3.1,,9.09,7.6,1.4,-0.6,1016.6
2001-02-22,6.4,1.7,12.2,,1.3,69.3,4.0,,10.9,5.6,1.5,0.7,1018.8
2001-02-23,3.5,0.4,6.2,8.2,2.6,77.9,1.7,1.9,1.54,10.6,0.9,0.0,1014.3
2001-02-24,0.0,-2.2,2.3,4.9,2.6,76.6,0.7,5.0,2.63,9.6,0.9,-4.0,1018.2
2001-02-25,-0.5,-4.7,3.8,,2.6,46.6,1.0,,14.89,9.6,1.7,-10.8,1029.9
2001-02-26,1.9,-3.1,6.9,,1.5,54.8,2.1,,14.18,7.6,1.1,-6.8,1032.0
2001-02-27,3.0,-0.8,8.1,7.7,1.7,68.0,1.9,,6.88,6.5,0.9,-3.1,1024.5
2001-02-28,3.4,0.1,8.5,1.0,1.3,75.5,4.1,,9.98,5.7,1.0,-0.6,1016.7
2001-03-01,4.9,1.7,8.5,,1.8,61.8,3.5,,11.39,8.2,1.9,-2.5,1015.6
2001-03-02,4.2,0.6,8.4,,1.7,75.4,3.6,,8.55,7.2,1.2,0.2,1022.5
2001-03-03,3.4,-0.1,9.3,11.2,3.1,76.3,2.5,2.8,2.52,14.4,0.6,-0.5,1013.3
2001-03-04,-1.4,-3.5,0.2,0.8,4.9,63.1,-0.4,1.5,8.01,17.6,1.6,-7.7,1008.9
2001-03-05,1.9,-1.8,5.5,,3.5,43.8,1.7,,14.06,11.0,1.8,-9.2,1017.2
2001-03-06,3.4,0.5,8.1,,3.1,65.5,2.2,,4.18,13.1,1.4,-2.4,1013.5
2001-03-07,-1.6,-4.0,1.7,,4.1,49.6,1.8,,15.83,14.3,3.0,-11.3,1019.9
2001-03-08,-3.6,-6.1,-0.9,,4.2,46.9,-0.3,,13.01,13.3,1.9,-13.4,1019.5
2001-03-09,-0.1,-5.3,3.6,,3.6,48.0,0.9,,14.69,12.4,2.2,-9.9,1020.1
2001-03-10,2.1,-1.3,4.9,,4.0,52.3,4.4,,16.97,10.9,3.1,-7.1,1019.4
2001-03-11,0.6,-3.6,5.4,,2.4,47.3,2.9,,15.71,7.9,3.0,-9.9,1022.6
2001-03-12,2.1,-2.2,6.4,,2.9,44.3,3.2,,16.37,11.0,2.8,-8.9,1021.0
2001-03-13,4.9,-1.5,11.5,,1.8,47.1,4.5,,15.74,7.4,2.6,-5.6,1022.2
2001-03-14,8.0,3.3,12.5,1.0,3.1,62.5,5.4,,4.34,14.7,1.7,0.9,1014.9
2001-03-15,4.0,0.1,9.2,,3.6,54.9,7.0,,18.02,10.7,3.6,-4.9,1020.4
2001-03-16,6.0,-0.5,12.0,,1.5,43.1,4.5,,14.57,8.2,2.8,-5.8,1018.8
2001-03-17,7.5,5.1,10.3,0.0,1.9,52.0,5.9,,7.07,9.1,2.0,-1.7,1011.5
2001-03-18,7.7,3.5,12.5,,3.0,59.9,7.7,,14.01,9.3,2.5,0.0,1014.0
2001-03-19,8.2,4.3,12.9,,1.8,73.9,7.5,,4.82,8.1,1.8,3.8,1011.1
2001-03-20,11.3,7.3,15.7,,3.0,51.0,10.7,,13.66,10.0,4.2,1.1,1005.6
2001-03-21,12.6,5.6,19.4,,2.6,29.9,11.4,,16.95,10.0,5.0,-5.6,1007.3
2001-03-22,11.3,6.9,15.2,0.0,3.4,30.5,11.9,,15.8,12.7,4.6,-7.1,1008.6
2001-03-23,10.6,4.7,17.1,,1.6,33.5,9.3,,14.61,6.9,3.5,-5.3,1015.8
2001-03-24,13.4,6.2,21.0,,2.0,26.1,12.4,,16.08,7.7,5.4,-6.4,1011.6
2001-03-25,9.9,3.2,14.3,,3.0,39.6,10.0,,12.32,13.8,3.1,-3.4,1008.5
2001-03-26,3.5,0.4,7.9,,3.6,35.5,6.0,,18.72,15.3,4.3,-10.5,1014.7
2001-03-27,2.9,0.2,7.5,2.4,1.8,57.3,4.9,0.3,8.57,6.6,1.5,-5.3,1016.3
2001-03-28,3.9,0.4,9.5,2.7,2.5,60.0,6.5,1.1,17.68,10.0,4.1,-3.8,1014.3
2001-03-29,3.3,0.2,8.1,0.0,2.6,51.9,4.1,,12.76,12.9,5.3,-5.6,1012.4
2001-03-31,5.2,1.1,11.3,,3.2,48.4,6.2,,16.61,12.4,3.2,-5.3,1020.2
2001-04-01,6.7,2.3,11.7,,3.8,61.0,7.8,,17.88,11.5,3.5,-0.6,1019.0
2001-04-02,7.0,4.9,8.8,0.0,3.6,77.9,6.2,,1.78,11.6,1.6,3.3,1013.2
2001-04-03,8.9,2.1,15.0,,2.1,48.4,10.6,,20.32,8.8,5.2,-4.8,1017.4
2001-04-04,10.4,5.0,16.6,,2.5,37.5,11.9,,19.67,8.5,5.0,-3.8,1020.6
2001-04-05,9.4,5.0,14.2,,2.4,53.3,11.7,,16.97,8.2,3.9,-0.1,1020.2
2001-04-06,12.1,6.8,17.5,,1.9,45.6,12.4,,9.79,6.2,3.9,0.3,1019.5
2001-04-07,13.6,10.6,16.7,,1.2,59.5,12.4,,6.13,5.9,1.3,5.5,1017.6
2001-04-08,16.3,10.2,21.5,,1.6,57.3,17.1,,15.24,7.0,4.3,7.1,1015.0
2001-04-09,20.8,13.2,28.2,,2.4,43.3,19.9,,16.98,7.3,3.7,7.4,1015.1
2001-04-10,17.9,13.0,23.8,,2.6,48.5,19.3,,15.1,9.3,5.4,6.4,1016.1
2001-04-11,9.3,5.9,13.4,6.5,2.6,69.6,9.6,,2.92,8.4,1.8,3.9,1011.7
2001-04-12,9.1,5.4,14.3,,3.8,45.5,11.1,,20.62,15.0,5.4,-3.6,1008.9
2001-04-13,10.7,6.0,16.3,0.8,3.2,49.4,13.1,,19.43,10.9,4.5,-0.7,1013.6
2001-04-14,9.1,5.1,13.7,4.3,4.1,60.5,12.1,,20.66,12.2,4.5,1.2,1016.4
2001-04-15,12.9,8.2,19.7,,3.2,63.4,14.6,,19.58,8.8,5.0,5.7,1016.0
2001-04-16,15.0,9.9,21.0,,2.6,40.8,15.9,,19.49,9.3,5.1,0.9,1016.7
2001-04-17,15.9,8.0,24.0,,1.7,35.4,17.3,,22.01,5.6,6.3,-0.3,1015.5
2001-04-18,16.7,10.3,24.1,,1.8,44.0,18.6,,20.7,6.9,6.4,3.3,1011.8
2001-04-19,13.2,10.5,20.0,,2.5,73.1,17.0,,15.22,10.2,3.8,8.3,1010.9
2001-04-20,14.5,10.2,20.6,,2.3,55.8,18.6,,19.81,7.0,5.3,5.2,1014.1
2001-04-21,14.1,9.6,21.3,,2.5,45.4,18.5,,20.47,9.1,6.2,1.7,1013.7
2001-04-22,14.6,9.6,20.5,,2.5,41.9,18.1,,21.3,8.4,5.7,1.4,1017.4
2001-04-23,12.4,8.9,18.2,,3.9,53.1,16.9,,20.07,10.0,5.7,2.7,1016.7
2001-04-24,13.3,9.2,20.0,,2.4,42.9,18.5,,20.1,7.7,5.5,-0.8,1015.0
2001-04-25,14.0,8.8,18.9,,2.0,34.8,15.9,,15.5,8.4,4.8,-1.4,1016.2
2001-04-26,14.1,9.7,20.2,,2.3,42.0,17.2,,18.68,9.7,5.5,1.2,1018.5
2001-04-27,16.3,8.4,22.7,,1.6,39.9,18.9,,19.52,6.2,6.3,1.6,1017.7
2001-04-28,17.3,12.9,20.6,0.0,1.0,36.5,16.6,,7.21,4.0,2.8,2.4,1016.0
2001-04-29,20.5,16.1,26.7,0.0,2.0,43.1,19.8,,11.34,8.3,5.2,7.5,1012.2
2001-04-30,20.8,15.5,27.2,0.7,2.7,50.6,24.2,,17.55,8.1,5.6,9.2,1012.4
2001-05-01,17.2,15.1,19.4,0.1,1.5,47.0,17.6,,5.08,4.9,2.6,5.6,1013.0
2001-05-02,16.2,13.7,20.3,,1.3,55.4,17.7,,10.93,6.0,3.5,6.9,1012.3
2001-05-03,16.1,11.7,22.0,,1.7,55.0,18.9,,13.13,6.6,4.1,6.6,1016.7
2001-05-04,15.0,12.5,19.1,0.8,1.1,70.6,16.4,,6.29,5.5,2.0,9.6,1018.9
2001-05-05,17.5,12.4,23.9,,1.7,63.5,20.6,,17.62,6.5,5.3,10.1,1016.5
2001-05-06,19.9,14.1,25.9,0.0,1.5,58.6,24.3,,19.77,7.1,6.0,11.0,1014.2
2001-05-07,18.3,16.1,22.5,5.4,1.5,80.3,20.1,,9.7,6.1,1.8,14.8,1008.5
2001-05-08,20.4,15.3,27.9,,1.5,60.1,23.7,,21.13,6.6,6.2,11.7,1003.6
2001-05-09,13.4,11.0,18.0,1.5,3.9,76.3,15.7,,10.66,10.4,3.2,9.0,1006.6
2001-05-10,15.2,10.4,21.1,,3.0,59.0,19.2,,21.04,10.4,6.0,6.2,1011.9
2001-05-11,15.7,11.2,21.8,,2.4,57.8,21.7,,22.19,7.3,6.7,6.7,1015.4
2001-05-12,17.1,11.3,24.4,,2.3,56.3,22.7,,23.7,7.8,6.8,7.4,1016.3
2001-05-13,18.9,11.9,26.6,,1.7,47.4,23.6,,25.14,7.1,7.9,6.4,1016.4
2001-05-14,19.7,13.7,27.1,,1.5,35.3,23.8,,20.73,7.3,7.4,3.3,1014.5
2001-05-15,16.1,13.1,19.0,0.7,2.9,73.1,16.2,,2.42,10.6,1.0,10.9,1011.3
2001-05-16,17.7,11.8,23.1,,3.2,50.9,21.8,,23.85,10.8,7.7,5.7,1011.1
2001-05-17,20.2,14.2,27.7,,2.5,56.8,25.1,,21.62,8.1,8.0,10.6,1008.7
2001-05-18,17.9,16.3,20.1,0.1,4.1,78.6,19.2,,4.47,11.2,1.9,14.2,1006.7
